time,TDBc_ugperkg,TDBc_ugperml,Btumor,IL6combo
41.3482009353174,1.20729249086668,0.0328247006760926,93648.25508365,0.0631601322726596
41.3667447204132,1.20602996380066,0.0327903742197026,71524.4863893212,0.0631006632333545
41.3852885055091,1.20476875568745,0.0327560836239111,55060.7812419013,0.0630412524699774
41.403832290605,1.20350886515053,0.0327218288512922,42271.7924801778,0.062981867822304
41.5179128287554,1.19578693206968,0.0325118796103773,710.360366159097,0.0626164161856273
41.6319933669058,1.18811448311797,0.0323032757780852,-3015.89023485222,0.062250345422559
41.7460739050562,1.18049121508972,0.0320960091106503,-216.365468571774,0.0618832451817554
41.8601544432065,1.17291681345,0.0318900710562807,835.070899388633,0.061515027073724
41.9021081102446,1.17014353880601,0.0318146693530725,649.996321333555,0.0613793345199781
41.9440617772826,1.16737681256032,0.0317394456922327,395.986479611272,0.0612434964717399
41.9860154443207,1.16461662032716,0.0316643996826308,211.197267134298,0.061107519509668
42,1.16369800665538,0.0316394237807336,169.986090832821,0.0610621636966249
42,41.1636980066554,1.11918700398737,169.986090832821,0.0610621636966249
42.000349613892,41.1484174876754,1.11877154670134,168.480589455896,0.0701943075001109
42.000699227784,41.133142805314,1.11835624810533,166.988108946188,0.079165689545305
42.001048841676,41.1178740805376,1.11794111148824,165.508811087372,0.0879756834662177
42.0033113221777,41.0192016348818,1.11525833700059,156.22887132731,0.141522198612111
42.0055738026794,40.9207752453472,1.11258225245642,147.461029154108,0.189175436741532
42.0078362831811,40.8225969909325,1.10991291438098,139.183605077382,0.231479403823732
42.0100987636829,40.7246672103683,1.10725033198391,131.371067539749,0.268996937009155
42.0156594792673,40.4850279362732,1.1007348541673,113.990873522155,0.343857217979313
42.0212201948518,40.2468792951354,1.09425990470732,98.919140871003,0.399258226001544
42.0267809104363,40.0102122759684,1.08782523860708,85.8434646799123,0.440250991711451
42.0323416260208,39.7750177359229,1.08143060728447,74.4965479454071,0.470503024469741
42.0379023416053,39.5412869782504,1.07507577428631,64.6497504374411,0.492699370433661
42.0445737656902,39.2627900512232,1.06750380780922,54.5419078907123,0.511458178320781
42.0512451897751,38.9863733771608,1.05998840068409,46.0162298096067,0.524123732140354
42.05791661386,38.7120224419854,1.05252915829215,38.8239502456516,0.53255864735023
42.0645880379449,38.439722783757,1.04512568743222,32.7563821962575,0.538051993151463
42.0712594620298,38.169460025583,1.03777759721541,27.6377784614092,0.541505683909369
42.0815301078368,37.7573397952555,1.02657258823424,21.2874808779023,0.544170221669075
42.0918007536439,37.349961626868,1.01549650970277,16.3999926125049,0.545022879339004
42.102071399451,36.9472743081673,1.00454796922695,12.6336573089473,0.544940471440401
42.112342045258,36.5492271299801,0.993725588090812,9.73112193333789,0.544357218570823
42.1226126910651,36.1557698697311,0.983028000808351,7.49545665883876,0.543499727038055
42.1416352087163,35.4389931303169,0.963539780595891,4.65343463678476,0.541537035842533
42.1606577263674,34.7374795576447,0.944466545884849,2.90057391487924,0.539436220586569
42.1796802440186,34.0509226727437,0.925799963913642,1.80228249342496,0.537221831846836
42.1987027616697,33.3790216710665,0.907531856200829,1.1130375685828,0.534790312671865
42.2177252793209,32.7214811944137,0.889654192344039,0.685427977386778,0.532072110604925
42.2562603228519,31.4322933345557,0.85460286390853,0.295212490038025,0.525638963051996
42.2947953663829,30.198507658319,0.82105784824141,0.188189457190474,0.5178818573365
42.3333304099139,29.0178587934317,0.788957552839362,0.112523331661141,0.508816081607828
42.3718654534449,27.8881680308815,0.758242741459529,0.645814583005924,0.498528255207086
42.4104004969759,26.8073384310859,0.728856401062694,0.746803169693941,0.487151965761025
42.4936699801643,24.6293384738866,0.669639436484139,0.949087547792466,0.459517904629532
42.5769394633527,22.6510105528778,0.615851292900429,0.497931187967588,0.428766645139653
42.6602089465411,20.8546186518413,0.567009751273553,0.0497591278322639,0.396126442730538
42.7434784297295,19.2239442251275,0.522673850601617,-0.0576547352018175,0.362704867804622
42.8267479129179,17.7441358050064,0.482439798939814,0.00472096608029593,0.329432871350452
42.962783700287,15.6159998012651,0.424578569909329,0.121306822136199,0.277282162166653
